jid,hcbc,sfd,mdd,fcsj,dzsj
840000533,C503,海门市,楠市,1577721600,1577980800
440000534,D641,琴县,石家庄市,1577721600,1577980800
140000535,L216,淑英市,琴市,1577721600,1577980800
140000536,A009,桂兰县,拉萨市,1577721600,1577980800
140000537,H728,琳县,兴安盟市,1577721600,1577980800
940000538,S089,合肥市,晶市,1577721600,1577980800
840000539,D590,六盘水县,嘉禾市,1577721600,1577980800
840000540,N073,哈尔滨市,邯郸市,1577721600,1577980800
140000541,D025,健市,银川市,1577721600,1577980800
540000542,S014,帅县,龙县,1577721600,1577980800
340000543,Z411,秀芳市,丽市,1577721600,1577980800
340000544,N312,杰县,兴城市,1577721600,1577980800
240000545,T824,西安市,健县,1577721600,1577980800
640000546,K832,东莞市,楠县,1577721600,1577980800
540000547,C023,银川市,辛集市,1577721600,1577980800
740000548,R877,梧州市,雷县,1577721600,1577980800
340000549,L590,哈尔滨县,琴市,1577721600,1577980800
140000550,K316,坤市,石家庄县,1577721600,1577980800
340000551,Y551,玉华县,玲县,1577721600,1577980800
140000552,Y909,明市,合山市,1577721600,1577980800
840000553,L336,香港县,英市,1577721600,1577980800
140000554,Z583,玉英县,倩县,1577721600,1577980800
540000555,E526,宜都市,龙县,1577721600,1577980800
940000556,L185,关岭市,柳州县,1577721600,1577980800
440000557,K332,潮州市,呼和浩特县,1577721600,1577980800
240000558,R503,凯市,洁县,1577721600,1577980800
640000559,Z224,淑华县,秀荣县,1577721600,1577980800
340000560,D723,兰州县,巢湖县,1577721600,1577980800
840000561,N902,明市,成县,1577721600,1577980800
240000562,Y890,刚市,凤兰市,1577721600,1577980800
340000563,K295,建市,丽娟市,1577721600,1577980800
340000564,T064,西安县,梧州县,1577721600,1577980800
540000565,R480,大冶市,柳州市,1577721600,1577980800
940000566,Y602,淮安县,巢湖市,1577721600,1577980800
840000567,R381,太原县,张家港县,1577721600,1577980800
240000568,C147,秀云市,成县,1577721600,1577980800
740000569,L025,南京县,六盘水市,1577721600,1577980800
540000570,R543,勇市,石家庄市,1577721600,1577980800
740000571,C359,张家港县,惠州市,1577721600,1577980800
340000572,A399,凯县,冬梅市,1577721600,1577980800
540000573,R012,楠县,张家港市,1577721600,1577980800
640000574,K869,佛山市,台北市,1577721600,1577980800
140000575,N573,巢湖县,畅市,1577721600,1577980800
740000576,E715,关岭市,太原县,1577721600,1577980800
240000577,A575,呼和浩特县,秀珍县,1577721600,1577980800
140000578,H918,利县,玉珍市,1577721600,1577980800
340000579,T750,乌鲁木齐县,玉兰县,1577721600,1577980800
540000580,A825,太原县,建国县,1577721600,1577980800
640000581,K202,淮安县,凤兰县,1577721600,1577980800
540000582,Y681,兵县,淑珍市,1577721600,1577980800
440000583,C847,海门市,倩县,1577721600,1577980800
140000584,C827,邯郸县,霞县,1577721600,1577980800
840000585,R625,淑英市,郑州市,1577721600,1577980800
940000586,R241,冬梅市,琴县,1577721600,1577980800
740000587,D909,海口县,兰州市,1577721600,1577980800
340000588,Z835,海口市,南昌市,1577721600,1577980800
940000589,G876,健县,燕县,1577721600,1577980800
540000590,Y915,琳县,沈阳县,1577721600,1577980800
740000591,C911,西宁市,济南市,1577721600,1577980800
340000592,N235,阜新县,霞市,1577721600,1577980800
940000593,N836,艳市,北镇市,1577721600,1577980800
240000595,G297,宁县,哈尔滨市,1577721600,1577980800
740000596,A356,嘉禾县,浩县,1577721600,1577980800
640000597,Y978,龙市,东莞县,1577721600,1577980800
340000598,N515,磊市,香港市,1577721600,1577980800
440000599,S306,台北县,合肥县,1577721600,1577980800
840000600,T019,璐市,贵阳县,1577721600,1577980800
340000601,C745,西安县,秀兰县,1577721600,1577980800
240000602,H824,长春市,欣市,1577721600,1577980800
940000603,Y238,峰市,建国市,1577721600,1577980800
440000604,Y800,兴城市,琴县,1577721600,1577980800
340000605,Y872,长春县,建华县,1577721600,1577980800
140000606,R309,秀芳市,丹县,1577721600,1577980800
740000607,H124,海口县,宁德市,1577721600,1577980800
540000608,T643,倩市,齐齐哈尔市,1577721600,1577980800
840000609,H648,长春市,兰英市,1577721600,1577980800
640000610,R775,伟市,桂兰市,1577721600,1577980800
440000612,T065,北镇市,旭县,1577721600,1577980800
140000613,N261,柳州县,丹丹市,1577721600,1577980800
340000614,H173,沈阳县,帆市,1577721600,1577980800
540000615,S320,广州县,南昌县,1577721600,1577980800
240000616,R113,关岭县,海门市,1577721600,1577980800
740000617,N533,刚市,金凤市,1577721600,1577980800
340000618,T334,秀芳市,杭州市,1577721600,1577980800
140000619,L016,帆县,佳市,1577721600,1577980800
340000620,S983,刚市,澳门县,1577721600,1577980800
140000621,E984,玉兰县,俊县,1577721600,1577980800
740000622,T491,秀云县,合肥县,1577721600,1577980800
840000623,E973,合山市,伟市,1577721600,1577980800
840000624,R627,成都市,敏县,1577721600,1577980800
140000625,H148,英县,广州县,1577721600,1577980800
940000626,Z059,长沙县,彬县,1577721600,1577980800
740000627,T635,齐齐哈尔县,志强县,1577721600,1577980800
640000628,R074,建平县,琴市,1577721600,1577980800
340000629,H669,利县,岩县,1577721600,1577980800
740000630,G217,玉市,武汉县,1577721600,1577980800
240000631,Y695,长春县,宇市,1577721600,1577980800
940000632,G723,瑜市,成市,1577721600,1577980800
540000633,N579,乌鲁木齐市,磊县,1577721600,1577980800
840000634,A631,惠州市,海门市,1577721600,1577980800
640000635,S151,强市,波县,1577721600,1577980800
640000636,D733,呼和浩特市,石家庄市,1577721600,1577980800
540000637,E734,重庆县,关岭市,1577721600,1577980800
240000638,E750,建国市,西宁市,1577721600,1577980800
440000639,Z832,佛山市,颖县,1577721600,1577980800
540000640,N092,梧州市,芳市,1577721600,1577980800
940000641,D322,畅市,梧州县,1577721600,1577980800
740000642,E936,汕尾县,巢湖市,1577721600,1577980800
740000643,C044,太原市,嘉禾县,1577721600,1577980800
440000644,A927,海门县,浩市,1577721600,1577980800
240000645,K853,强县,嘉禾县,1577721600,1577980800
640000646,D397,大冶市,福州市,1577721600,1577980800
940000647,S095,深圳县,北镇市,1577721600,1577980800
340000648,C823,贵阳市,雷县,1577721600,1577980800
540000649,R936,凯市,六安县,1577721600,1577980800
440000650,L465,阜新市,昆明县,1577721600,1577980800
340000651,N109,石家庄市,南京市,1577721600,1577980800
240000652,Y582,海口县,广州市,1577721600,1577980800
640000653,Z556,通辽市,马鞍山县,1577721600,1577980800
640000654,D038,沈阳县,南京县,1577721600,1577980800
640000655,A035,银川县,琳县,1577721600,1577980800
740000656,T355,杨县,欢市,1577721600,1577980800
240000657,R628,南昌市,莉县,1577721600,1577980800
840000658,A703,武汉县,瑞市,1577721600,1577980800
840000659,K096,北京市,呼和浩特市,1577721600,1577980800
740000660,E005,兰英市,福州市,1577721600,1577980800
140000661,N267,晶市,辛集县,1577721600,1577980800
440000663,R282,佳县,郑州县,1577721600,1577980800
740000664,Y229,天津市,深圳县,1577721600,1577980800
240000665,S699,呼和浩特县,洋县,1577721600,1577980800
340000666,Y242,香港市,广州市,1577721600,1577980800
340000667,Z314,兰英县,北京市,1577721600,1577980800
540000668,T033,俊市,宁德市,1577721600,1577980800
340000669,R214,淑兰市,丽娟市,1577721600,1577980800
840000670,T319,荆门市,南昌市,1577721600,1577980800
140000671,D428,南宁县,永安市,1577721600,1577980800
540000672,T540,桂香市,丽华市,1577721600,1577980800
740000673,T079,香港县,雪梅市,1577721600,1577980800
440000674,C679,丽娟县,永安县,1577721600,1577980800
240000675,C779,利县,辛集市,1577721600,1577980800
340000676,E556,西安市,文县,1577721600,1577980800
440000677,C264,杭州县,凯县,1577721600,1577980800
340000679,E845,西安市,杭州县,1577721600,1577980800
540000680,N591,畅县,香港市,1577721600,1577980800
740000682,S409,秀兰县,嘉禾县,1577721600,1577980800
540000683,A878,伟县,晶市,1577721600,1577980800
540000684,Z963,关岭市,丽华市,1577721600,1577980800
240000685,Z943,石家庄市,兰英市,1577721600,1577980800
440000686,E743,郑州县,俊市,1577721600,1577980800
740000687,N284,建平县,上海县,1577721600,1577980800
140000688,A657,北镇市,婷市,1577721600,1577980800
540000689,R231,拉萨市,东莞县,1577721600,1577980800
540000690,R818,淑兰市,宇市,1577721600,1577980800
440000691,A318,帅市,芳市,1577721600,1577980800
440000692,D986,雷市,淑英市,1577721600,1577980800
840000693,N587,南昌市,芳市,1577721600,1577980800
240000694,H581,鹏市,建军市,1577721600,1577980800
940000695,A706,辛集市,桂荣市,1577721600,1577980800
640000696,Y223,旭县,宜都县,1577721600,1577980800
140000697,H022,冬梅县,海口县,1577721600,1577980800
840000698,D448,斌市,兴安盟县,1577721600,1577980800
540000699,L203,广州市,丹丹市,1577721600,1577980800
540000700,A699,张家港县,北京市,1577721600,1577980800
340000701,R534,上海市,桂芝市,1577721600,1577980800
840000702,N035,玉珍县,建华市,1577721600,1577980800
940000703,G024,秀英市,郑州县,1577721600,1577980800
240000704,K273,重庆县,马鞍山市,1577721600,1577980800
240000705,N309,北京县,合山市,1577721600,1577980800
840000706,E420,沈阳县,洋县,1577721600,1577980800
540000707,N171,玉英县,小红县,1577721600,1577980800
840000708,L334,敏市,龙县,1577721600,1577980800
940000709,D175,海燕县,丽华县,1577721600,1577980800
940000710,Z747,敏市,贵阳市,1577721600,1577980800
240000711,N610,梧州市,柳州县,1577721600,1577980800
640000712,N373,玲市,拉萨县,1577721600,1577980800
340000713,G981,小红县,深圳县,1577721600,1577980800
840000714,D498,海门市,静市,1577721600,1577980800
840000715,R098,桂香县,西宁县,1577721600,1577980800
340000716,S718,马鞍山县,春梅市,1577721600,1577980800
240000717,Y252,琳县,上海市,1577721600,1577980800
640000718,G411,建国市,丹市,1577721600,1577980800
540000719,A545,张家港市,大冶市,1577721600,1577980800
640000720,E353,淑珍市,伟市,1577721600,1577980800
440000721,R548,玉市,建军市,1577721600,1577980800
940000722,D257,天津市,哈尔滨市,1577721600,1577980800
440000723,Z371,沈阳市,海口县,1577721600,1577980800
440000724,Y324,秀梅市,通辽市,1577721600,1577980800
940000725,T669,桂珍县,拉萨市,1577721600,1577980800
640000726,A415,惠州县,昆明县,1577721600,1577980800
640000727,Z306,上海市,永安市,1577721600,1577980800
640000728,Z163,成都县,强县,1577721600,1577980800
140000729,Z389,柳州县,南昌县,1577721600,1577980800
140000730,N546,通辽县,沈阳市,1577721600,1577980800
140000731,S907,重庆县,合肥市,1577721600,1577980800
940000732,D626,马鞍山县,倩县,1577721600,1577980800
340000733,D790,宁德市,沈阳市,1577721600,1577980800
340000734,A435,桂芝县,瑜市,1577721600,1577980800
240000735,T895,梧州县,娜县,1577721600,1577980800
540000736,G284,荣县,杭州县,1577721600,1577980800
340000737,Y050,沈阳市,欢市,1577721600,1577980800
440000738,K008,丽丽市,长春县,1577721600,1577980800
840000739,S490,刚县,红梅县,1577721600,1577980800
340000740,Y323,巢湖县,杰市,1577721600,1577980800
540000742,D665,上海县,太原县,1577721600,1577980800
640000743,N377,佛山市,淮安市,1577721600,1577980800
640000744,C959,玉珍县,南昌市,1577721600,1577980800
440000745,D974,敏县,深圳县,1577721600,1577980800
140000746,K065,长沙市,佛山市,1577721600,1577980800
940000747,S304,兴城县,建华市,1577721600,1577980800
240000748,E970,淑兰县,淑兰市,1577721600,1577980800
540000749,A540,哈尔滨县,鹏县,1577721600,1577980800
840000750,E855,贵阳市,鑫县,1577721600,1577980800
440000751,D042,建华县,萍县,1577721600,1577980800
740000752,R460,宁德市,建市,1577721600,1577980800
640000753,H595,军市,乌鲁木齐县,1577721600,1577980800
340000754,H241,丽华市,欢市,1577721600,1577980800
140000755,N396,兰州县,银川县,1577721600,1577980800
440000756,Y927,梅市,阜新市,1577721600,1577980800
540000757,Z627,武汉县,上海县,1577721600,1577980800
740000758,H081,波县,勇县,1577721600,1577980800
140000759,D287,兴安盟县,浩县,1577721600,1577980800
540000760,S750,华县,沈阳县,1577721600,1577980800
440000761,N234,桂香县,红霞市,1577721600,1577980800
940000763,G923,丽娟县,建军市,1577721600,1577980800
840000764,D180,梧州县,阜新市,1577721600,1577980800
140000765,Z469,雷县,云县,1577721600,1577980800
540000766,T221,南昌县,兴安盟市,1577721600,1577980800
740000767,A154,丽县,南京市,1577721600,1577980800
540000768,S851,俊市,秀英县,1577721600,1577980800
440000769,Y012,南昌县,宜都市,1577721600,1577980800
840000770,G399,贵阳市,昆明市,1577721600,1577980800
540000771,S939,刚县,晶县,1577721600,1577980800
440000773,L654,刚县,拉萨市,1577721600,1577980800
740000774,Y522,潜江市,畅县,1577721600,1577980800
740000775,R929,六安市,嘉禾市,1577721600,1577980800
840000776,Y159,北京市,晶市,1577721600,1577980800
940000777,R687,沈阳县,琳市,1577721600,1577980800
240000778,K164,秀兰市,关岭县,1577721600,1577980800
940000779,D066,秀珍县,倩市,1577721600,1577980800
140000780,R510,呼和浩特县,建国市,1577721600,1577980800
540000781,T440,拉萨县,婷市,1577721600,1577980800
940000782,T917,玉华县,西宁市,1577721600,1577980800
740000783,H562,潜江县,辛集县,1577721600,1577980800
140000784,A432,宜都县,汕尾县,1577721600,1577980800
840000786,S195,合山市,敏市,1577721600,1577980800
140000787,R763,丽市,宜都县,1577721600,1577980800
840000788,K805,桂芝市,红梅县,1577721600,1577980800
940000789,A844,沈阳市,俊市,1577721600,1577980800
740000790,G200,萍县,红市,1577721600,1577980800
440000791,L604,玉市,南京市,1577721600,1577980800
940000792,R086,洁县,潜江县,1577721600,1577980800
240000793,Y740,阜新县,海口市,1577721600,1577980800
240000794,D069,红梅市,强市,1577721600,1577980800
140000795,Y837,桂荣县,想市,1577721600,1577980800
240000796,H070,静市,柳州市,1577721600,1577980800
140000797,E714,凤兰市,郑州县,1577721600,1577980800
440000798,R855,天津市,马鞍山县,1577721600,1577980800
240000799,S468,建军县,张家港市,1577721600,1577980800
840000800,S411,淑英县,香港市,1577721600,1577980800
740000802,E745,佛山市,澳门县,1577721600,1577980800
240000803,Z859,宁市,林市,1577721600,1577980800
640000805,L908,桂兰市,淑英县,1577721600,1577980800
740000807,D742,坤县,乌鲁木齐县,1577721600,1577980800
540000808,H867,六安县,汕尾市,1577721600,1577980800
940000809,A556,淑英市,澳门市,1577721600,1577980800
440000810,A325,阳市,西安县,1577721600,1577980800
540000811,G301,福州县,六盘水市,1577721600,1577980800
240000812,Y871,淮安县,建军县,1577721600,1577980800
840000813,D064,霞市,武汉县,1577721600,1577980800
340000815,D092,辛集县,敏县,1577721600,1577980800
640000816,Y080,天津县,婷市,1577721600,1577980800
540000817,N169,杭州县,淮安市,1577721600,1577980800
440000818,G298,呼和浩特市,六安县,1577721600,1577980800
440000820,Z977,秀兰市,桂花市,1577721600,1577980800
440000821,S365,台北市,燕市,1577721600,1577980800
440000822,L720,太原市,宁市,1577721600,1577980800
440000823,C076,伟县,静县,1577721600,1577980800
340000824,L532,乌鲁木齐市,鹏县,1577721600,1577980800
740000825,E727,龙县,关岭市,1577721600,1577980800
540000826,L210,邯郸市,欣市,1577721600,1577980800
840000827,N697,萍县,太原县,1577721600,1577980800
140000828,A383,杨县,健县,1577721600,1577980800
140000829,C920,南宁县,东市,1577721600,1577980800
640000830,D743,佛山市,辛集市,1577721600,1577980800
740000831,A311,玉英县,梅市,1577721600,1577980800
440000832,K883,凤兰市,东市,1577721600,1577980800
